@relation mesocyclone

@attribute baseHt real
@attribute depth real
@attribute coreDepth real
@attribute baseDiam real
@attribute baseShear real
@attribute baseVrot real
@attribute baseGTGVD real
@attribute maxShear real
@attribute maxVrot real
@attribute meanStrength real
@attribute MaxStrength real
@attribute meanReflectivity real
@attribute maxReflectivity real
@attribute class real

@data
   0.731218    0.776046    0.088889    2.014827   -1.089422   -1.367832   -1.082913   -1.216286   -0.963655   -0.546425   -0.898605   -0.041684    0.066428    0.000000 
  -1.095980   -1.411884   -1.887773   -1.199813    1.650729   -0.316670   -0.886478    1.215584   -0.759182   -0.297074   -0.187393   -2.104812   -2.069180    0.000000 
  -1.095980   -1.386438   -1.837772   -1.171452    1.605612   -0.199875   -0.231693    1.432011   -0.247999    0.201629    0.168213   -2.403196   -2.312509    0.000000 
  -1.094506   -1.288918   -1.644019   -1.113687    0.774668   -0.725455   -0.428129    0.401257   -1.065892   -0.546425   -0.542999   -1.887424   -1.938726    0.000000 
  -1.066110    0.732256    0.008768    0.657097   -0.924729   -1.192639   -0.886478   -1.178389   -1.525957   -0.795777   -0.542999    0.697209    0.502015    0.000000 
  -1.095966   -1.373758   -1.812837   -1.262095    2.520609   -0.024681   -0.624564    2.024167   -0.503590   -0.297074   -0.187393   -1.937283   -1.492169    0.000000 
  -1.095187   -1.307543   -1.681601   -1.236433    1.388119   -0.725455   -0.362650    1.317104   -1.117010   -0.546425   -0.542999   -2.162492   -2.198851    0.000000 
  -1.093876   -1.238538   -1.544116   -0.412315   -0.424918   -0.783853   -0.493607    0.346306   -1.014774   -0.546425   -0.542999   -2.078893   -1.988933    0.000000 
  -1.094138   -1.375014   -1.812666   -1.137670    1.173226   -0.433466   -0.951956    0.771730   -0.861419   -0.297074   -0.187393   -1.952118   -1.845929    0.000000 
  -1.095464   -1.374040   -1.812666   -0.368401    0.246115    0.909685    0.881441    0.087878    0.314303    0.201629    0.523820   -2.129781   -1.758960    0.000000 
  -1.095778   -1.367447   -1.800164   -1.044369    0.333478   -0.959047   -0.690042    0.456113   -1.065892   -0.546425   -0.542999   -2.356090   -2.336354    0.000000 
  -1.095237   -1.332849   -1.731400   -1.150865    1.424210   -0.258272   -0.362650    1.005028   -0.503590   -0.047722   -0.187393   -2.310891   -2.125857    0.000000 
  -1.065919    1.018909    0.303154    4.882167   -1.106280   -0.433466   -0.559085   -1.247821   -0.861419   -0.546425   -0.542999    0.343999    0.329341    0.000000 
  -1.094864   -1.333200   -1.731550   -1.296141    2.624786   -0.199875   -0.035258    2.121003   -0.656945   -0.047722   -0.187393   -2.069933   -2.403302    0.000000 
  -1.069705    0.626643   -0.143476    1.728419   -0.612619    1.552062    1.143355   -0.888272    0.876605    0.201629    0.523820    0.428342    0.533890    0.000000 
  -1.066974    1.606118    1.787920    1.639977   -0.989942   -0.900649   -0.755521   -1.141370   -0.043525   -0.546425   -0.187393    0.710872    0.250646    0.000000 
  -1.095904   -1.348405   -1.762927   -1.103873    0.284501   -1.192639   -1.148392    0.554565   -1.525957   -1.045128   -0.898605   -1.806433   -1.271497    0.000000 
   1.556516    0.376720    1.621733   -0.723490    0.169526   -0.258272    0.423092   -0.161242   -0.708064    0.450981    0.168213   -1.103541   -1.239791    0.000000 
   0.378325    1.378834    1.590844    0.359318   -0.838172   -1.075843   -0.624564   -0.784615   -0.247999    0.118512   -0.542999    0.660484    0.345474    0.000000 
  -1.074736    2.520672    1.916620    1.500953   -1.015587   -1.134241   -0.493607   -0.801191   -0.299117   -0.047722   -0.542999    0.628861    0.408259    0.000000 
  -1.096456   -1.382639   -1.830993   -1.126589    0.234938   -1.309434   -1.082913   -0.100440   -1.423720   -0.795777   -0.542999   -1.881811   -2.094644    0.000000 
  -1.096058   -1.357459   -1.780942   -0.933949    0.514236   -0.375068   -0.624564    0.159177   -0.810300   -0.546425   -0.187393   -2.042010   -1.943014    0.000000 
  -0.133834    0.176078    0.001999    0.959141   -0.801907   -0.375068   -0.100736    0.268435   -0.554709   -0.213956   -0.187393    0.271596    0.842327    0.000000 
   1.740094    0.359994    1.588867    0.342253   -0.803096   -0.959047   -0.428129   -1.065327   -1.117010   -0.795777   -0.542999   -0.769264   -0.304347    0.000000 
   0.412169    1.409923    1.578593    2.369566   -0.992366   -0.491864   -0.690042   -1.146413   -0.912537   -0.878894   -0.898605    0.502194    0.016334    0.000000 
  -0.154140   -0.380871    0.133081   -1.030654    0.197492   -1.075843   -0.231693    0.048159   -1.014774   -0.546425   -0.542999    0.659144    0.570746    0.000000 
  -1.096307   -1.385933   -1.837250   -1.144715    1.146420   -0.491864   -0.624564    0.746813   -0.912537   -0.297074   -0.187393   -1.860170   -1.382439    0.000000 
